recordid,name,cwid
02iPn000005N7kHIAS,Geagley N4 JACE,2535
02iPn000005N7ltIAC,1 - St Mary Magdeline - VPN Access to JACE's,2537
02iPn000005N7nVIAS,RTU-4 JACE,2538
02iPn000005N7p7IAC,JACE-2,2540
02iPn000005N7qjIAC,2 - Belding Supervisor,2542
02iPn000005N7sLIAS,Trend,2544
02iPn000005N7txIAC,BAS-VM-SUPV,2545
02iPn000005N7tyIAC,Besser Tech Center Jace,3285
02iPn000005N7vZIAS,98,2572
02iPn000005N7xBIAS,99,2573
02iPn000005N821IAC,LWR-BMS,2614
02iPn000005N822IAC,Taubman Center CCS_TAUB_ROOF,2779
02iPn000005N823IAC,Alro Dayton MAU 2 AX Jace,3156
02iPn000005N83dIAC,MP2,2616
02iPn000005N85FIAS,CSD-NOVAR,2619
02iPn000005N86rIAC,OPS-HVAC,2620
02iPn000005N86sIAC,Temple Emanuel - Onsite Wifi,3062
02iPn000005N88TIAS,FACILITIES02,2621
02iPn000005N8A5IAK,DESKTOP-0RAE17S,2623
02iPn000005N8BhIAK,DSMME-MH-HVAC,2628
02iPn000005N8DJIA0,HVAC01,2630
02iPn000005N8EvIAK,ELM-15-0069,2631
02iPn000005N8GXIA0,tempcontrol,2632
02iPn000005N8I9IAK,GeagleyEBI,2634
02iPn000005N8JlIAK,MELROSE_PARK N4 JACE,2638
02iPn000005N8LNIA0,N4 JACE,2639
02iPn000005N8MzIAK,PC199,2640
02iPn000005N8ObIAK,techsup,2641
02iPn000005N8QDIA0,CSI System Admin Board,2643
02iPn000005N8RpIAK,CSICORP_CO WildCard Certificate,2644
02iPn000005N8TjIAK,6 (VanAndel) Arena_JACE_01,2921
02iPn000005N8V3IAK,Fire Station Number 1 (JACE),2646
02iPn000005N8WfIAK,0 - VPN,2648
02iPn000005N8YHIA0,1 - N4 Supervisor,2649
02iPn000005N8YIIA0,Highschool Jace 3,3258
02iPn000005N8bVIAS,GrandBlanc_MUA_02 N4 JACE,2666
02iPn000005N8bWIAS,36th Wyoming JACE,3394
02iPn000005N8d7IAC,GrandBlanc_MUA_01 N4 JACE,2667
02iPn000005N8ejIAC,Morley_HS2 Niagara 4 JACE HS2,2668
02iPn000005N8ekIAC,Micromanometer - Shortridge Inst.,2691
02iPn000005N8gLIAS,Scholten Fant Niagara 4 JACE,2673
02iPn000005N8hxIAC,DTA_270_ADMIN_3,2677
02iPn000005N8hyIAC,Kent ISD KTC - ECY-1000 Boiler and Lighting Control,2797
02iPn000005N8jZIAS,Balometer - Flood Hoods (Alnor analog),2678
02iPn000005N8lBIAS,Balometer - Flood Hoods (Alnor analog),2680
02iPn000005N8mnIAC,Balometer - Flood Hoods (Alnor),2682
02iPn000005N8oQIAS,LC_Tenniswood AX JACE,2836
02iPn000005N8q1IAC,Balometer - Flood Hoods (Alnor digital),2683
02iPn000005N8rdIAC,Balometer - Flood Hoods (Alnor analog),2684
02iPn000005N8tFIAS,Balometer - Flood Hoods (Alnor analog),2685
02iPn000005N8urIAC,Balometer - Flood Hoods (Alnor new analog),2686
02iPn000005N8wTIAS,Micromanometer - Shortridge Inst.,2687
02iPn000005N8y5IAC,Micromanometer - Shortridge Inst.,2688
02iPn000005N8zhIAC,Micromanometer - Shortridge Inst.,2690
02iPn000005N91JIAS,Micromanometer - Shortridge Inst.,2692
02iPn000005N92vIAC,Micromanometer - Shortridge Inst.,2694
02iPn000005N969IAC,Hydronic Manometer - Water Meter's (TSI),2695
02iPn000005N97lIAC,Hydronic Manometer - Water Meter's (TSI),2696
02iPn000005N99NIAS,Hydronic Manometer - Water Meter's (TSI),2698
02iPn000005N9AzIAK,Hydronic Manometer - Water Meter's (TSI),2700
02iPn000005N9CbIAK,Hydronic Manometer - Water Meter's (TSI),2701
02iPn000005N9EDIA0,Hydronic Manometer - Water Meter's (TSI),2702
02iPn000005N9HRIA0,Amp/Volt Meter - Fluke,2705
02iPn000005N9J3IAK,Contact Tachometer - Contact RPM (Extech),2706
02iPn000005N9KfIAK,Contact Tachometer - Contact RPM (Shimpo),2709
02iPn000005N9MHIA0,Contact Tachometer - Contact RPM (Extech),2710
02iPn000005N9MIIA0,Alnor (new analog),2738
02iPn000005N9NtIAK,Contact Tachometer - Contact RPM (Extech),2711
02iPn000005N9PVIA0,Contact Tachometer - Contact RPM (Shimpo),2713
02iPn000005N9R7IAK,Thermo-Anemometer - Vane (Extech),2715
02iPn000005N9SjIAK,Thermo-Anemometer - Vane (Extech),2716
02iPn000005N9ULIA0,Thermo-Anemometer - Vane (Extech),2717
02iPn000005N9VxIAK,Thermo-Anemometer - Vane (Extech),2718
02iPn000005N9XZIA0,3 - IT assistance,2720
02iPn000005N9ZBIA0,IT Thermometer - Temp. Guns (Fluke),2722
02iPn000005N9anIAC,Stroboscope Tachometer - RPM Guns (Shimpo),2725
02iPn000005N9aoIAC,FortiClient VPN,2886
02iPn000005N9cPIAS,Stroboscope Tachometer - RPM Guns (Shimpo),2726
02iPn000005N9e1IAC,Stroboscope Tachometer - RPM Guns (Shimpo),2727
02iPn000005N9gwIAC,Madison Elementary JACE 2,3390
02iPn000005N9hFIAS,Temp./Humid Meters (Fluke),2729
02iPn000005N9irIAC,Thermal IR Camera (FLIR),2730
02iPn000005N9isIAC,Saginaw ISD Millet JACE1 Vykon,3293
02iPn000005N9kTIAS,Temp./Humid Meters (Control Company),2733
02iPn000005N9kUIAS,Taubman Center JACE-11A,2777
02iPn000005N9m5IAC,Temp./Humid Meters (Extech),2734
02iPn000005N9nhIAC,Ultrasonic Hydronic Meter (FE),2735
02iPn000005N9pJIAS,Particle Counter (Climet),2736
02iPn000005N9qvIAC,Duct Leakage Machine (McGrill AirFlow LLC),2737
02iPn000005N9sXIAS,Alnor (analog),2739
02iPn000005N9u9IAC,Alnor (new analog),2740
02iPn000005N9xNIAS,1. Remote Access (Port Forwarding),2742
02iPn000005N9yzIAC,RTU-02 N4 Equipment Jace,2744
02iPn000005NA2DIAW,RTU_815 N4 Equipment Jace,2745
02iPn000005NA3pIAG,HS Pool - Fulton Boiler ProtoNode,2747
02iPn000005NA5RIAW,Taubman Center JACE-08B,2750
02iPn000005NA73IAG,Taubman Center JACE-01B1,2751
02iPn000005NA8fIAG,Taubman Center JACE-01B2,2752
02iPn000005NAAHIA4,Taubman Center JACE-01C,2753
02iPn000005NABtIAO,Taubman Center JACE-02A,2754
02iPn000005NABuIAO,Clare_West N4 JACE,2801
02iPn000005NADVIA4,Taubman Center JACE-02C,2756
02iPn000005NAF7IAO,Taubman Center JACE-03A,2757
02iPn000005NAGjIAO,Taubman Center JACE-03B,2758
02iPn000005NAGkIAO,3 - Kent ISD MTC - Niagara 4 FX JACE,3078
02iPn000005NAILIA4,Taubman Center JACE-04A,2759
02iPn000005NAJxIAO,Taubman Center JACE-04C,2761
02iPn000005NALZIA4,Taubman Center JACE-05a,2762
02iPn000005NAOnIAO,Taubman Center JACE-05C,2764
02iPn000005NAOoIAO,LCPS_Wheeler AX JACE,2837
02iPn000005NAQPIA4,Taubman Center JACE-06A,2765
02iPn000005NAS1IAO,Taubman Center JACE-06B2,2767
02iPn000005NATdIAO,Taubman Center BACnet MSTP/IP Router-08C,2771
02iPn000005NAVFIA4,Taubman Center JACE-09A,2772
02iPn000005NAWrIAO,Taubman Center JACE-10A,2774
02iPn000005NAYTIA4,Taubman Center JACE-10B2,2776
02iPn000005NAa5IAG,Taubman Center JACE-11C,2780
02iPn000005NAfLIAW,1_VPN,2965
02iPn000005NAgXIAW,Ford Campus Manoogian Visual Resource Center (MVRC) JACE,2784
02iPn000005NAjlIAG,Ford Campus WB Ford JACE-PH,2786
02iPn000005NAlNIAW,2 - Ford Campus Workstation,2791
02iPn000005NAmzIAG,msHvac0,2792
02iPn000005NAobIAG,JOKER,2793
02iPn000005NAqDIAW,Riddler,2794
02iPn000005NAqEIAW,Calgary_RDC,3414
02iPn000005NAtRIAW,Wireless Jetpack 6269,2798
02iPn000005NAv3IAG,Wireless Jetpack 5055,2799
02iPn000005NAwfIAG,Kennedy Elem JACE,2800
02iPn000005NAyHIAW,3 - Kent ISD KTC - Niagara 4 FX JACE,2806
02iPn000005NAztIAG,Muskegon Building 03 | JACE,2807
02iPn000005NB1VIAW,811 S Blvd AX,2809
02iPn000005NB37IAG,Beach MS Penthouse 100 Router,2811
02iPn000005NB4jIAG,Beach MS Pool Boiler Router,2812
02iPn000005NB6LIAW,PC200,2817
02iPn000005NB9ZIAW,Farrel_Emmett_JACE,2818
02iPn000005NBBBIA4,CROSSROADSMIJCE,2824
02iPn000005NBCnIAO,TheCrossroadsLCP01,2825
02iPn000005NBEPIA4,TheCrossroadsLCP03,2827
02iPn000005NBG1IAO,TheCrossroadsLCP04,2828
02iPn000005NBHdIAO,HS Chiller BACnet Router,2835
02iPn000005NBJFIA4,Marshall County Supervisor,2838
02iPn000005NBJGIA4,School AX Jace,2841
02iPn000005NBJHIA4,ClarkRet_JACE_04 Honeywell Webs AX JACE,3232
02iPn000005NBKrIAO,MMA_JACE10,2840
02iPn000005NBMTIA4,Church AX Jace,2844
02iPn000005NBMUIA4,Whirlpool_Spanaway,2991
02iPn000005NBO5IAO,Wifi,2845
02iPn000005NBRJIA4,2024 Tesla Model Y,2850
02iPn000005NBUXIA4,1 - Remote Access (Cisco VPN),2853
02iPn000005NBW9IAO,Dablon N4 Jace,2856
02iPn000005NBWAIA4,GRPS MLK Academy JACE,3358
02iPn000005NBXlIAO,Ford Campus Admissions & Administration,2857
02iPn000005NBZNIA4,Ford Campus Fritz Building,2858
02iPn000005NBazIAG,Jace_3,2860
02iPn000005NBcbIAG,PC204,2862
02iPn000005NBfpIAG,LMCU Glenwood 5540 N4 Jace,2867
02iPn000005NBhRIAW,ALCOSO-CTRLR,2870
02iPn000005NBhSIAW,1 - VPN Connection (Forticlient VPN),3041
02iPn000005NBj3IAG,CROSSROADSMIJCE,2871
02iPn000005NBj4IAG,CSI FTP Site (old),2953
02iPn000005NBkfIAG,Remote access,2873
02iPn000005NBmHIAW,DHE_N4_JACE1,2876
02iPn000005NBntIAG,Bay Mills Hotel Jace HC-02,2878
02iPn000005NBpVIAW,Lock security codes to get to distech,2883
02iPn000005NBr7IAG,4 - Lockwood Elementary N4 JACE,2884
02iPn000005NBsjIAG,RapidRiverSchools Supervisor,2885
02iPn000005NBuMIAW,MMA_AHU3_JACE6,3199
02iPn000005NBuNIAW,Jace E4NSSub,3209
02iPn000005NBvxIAG,3 - Middle School N4 JACE,2887
02iPn000005NBvyIAG,Muskegon Building 01 | JACE,3003
02iPn000005NBxZIAW,Launch-U VAV,2890
02iPn000005NBxaIAG,2 - Niagara 4 Supervisor,3152
02iPn000005NBzBIAW,1 - Remote Access,2892
02iPn000005NC0nIAG,FashionSquare_LP_E,2893
02iPn000005NC2PIAW,FashionSquare_LP_S,2894
02iPn000005NC41IAG,CSI-PS-VirtHost01,2895
02iPn000005NC5dIAG,FortiClient VPN,2896
02iPn000005NC7FIAW,116 118 Jace,2898
02iPn000005NCATIA4,WHR_GHQ_NW_01,2901
02iPn000005NCC5IAO,WHR_GHQ_NW_03,2902
02iPn000005NCDhIAO,BCS-HVAC1(New N4 Supervisor),2903
02iPn000005NCFJIA4,PC NAME: OC21504,2905
02iPn000005NCGvIAO,Niagra,2906
02iPn000005NCIXIA4,Supportive Housing JACE,2907
02iPn000005NCK9IAO,2 (DeVos) Web Supervisor,2910
02iPn000005NCLlIAO,3 (DeVos) Devos_NAE1_Trunk1,2911
02iPn000005NCNNIA4,3 (DeVos) Devos_NAE1_Trunk2,2912
02iPn000005NCOzIAO,3 (DeVos) DeVos_NAE2,2913
02iPn000005NCQbIAO,3 (DeVos) Devos_NAE22,2914
02iPn000005NCSDIA4,3 (DeVos) DeVos_NAE3_Trunk1,2916
02iPn000005NCVRIA4,3 (DeVos) DeVos_NAE3_Trunk2,2917
02iPn000005NCX3IAO,3 (DeVos) DeVos_NAE2_Trunk2,2918
02iPn000005NCYfIAO,5 (VanAndel) Web Supervisor,2920
02iPn000005NCaHIAW,6 (VanAndel) Arena_JACE_02,2922
02iPn000005NCbtIAG,6 (VanAndel) Arena_CAHU_01,2923
02iPn000005NCdVIAW,6 (VanAndel) Arena_CAHU_04,2926
02iPn000005NCf7IAG,4 (DeVos) Chiller_4_5_MechRm,2928
02iPn000005NCgjIAG,4 (DeVos) ElecRm5102_Router,2929
02iPn000005NCiLIAW,4 (DeVos) NAE_3_Router,2930
02iPn000005NCjxIAG,4 (DeVos) NAE_2_Trunk_2_Router,2931
02iPn000005NCjyIAG,Niagara 4 JACE,3118
02iPn000005NCjzIAG,1) Supervisor,3257
02iPn000005NClZIAW,4 (DeVos) ElecRm5101,2932
02iPn000005NConIAG,WHR_GHQ_SW_02,2933
02iPn000005NCqPIAW,WHR_GHQ_EAST,2935
02iPn000005NCs1IAG,Supervisor,2937
02iPn000005NCvFIAW,AX JACE - Sedgebrook_RB_1_4_to_1_5,2940
02iPn000005NCvGIAW,2 - Remote Connection (RDP to Server),3042
02iPn000005NCwrIAG,AX JACE - Sedgebrook_RB1_1_PD2_1_3,2941
02iPn000005ND06IAG,Charlotte_MUA_01 N4 JACE,3113
02iPn000005ND1hIAG,3 - Sedgebrook - AX Niagara workbench,2944
02iPn000005ND4vIAG,Cherry Elementary JACE AKA KECLC_JACE,2945
02iPn000005ND4wIAG,Meijer DC 807,3060
02iPn000005ND6XIAW,MERCY_HUDSONVILLE,2947
02iPn000005ND89IAG,SJB47,2949
02iPn000005ND9lIAG,1 - Catholic Central AX JACE,2951
02iPn000005NDBNIA4,Elsa_Meyer,2952
02iPn000005NDCzIAO,01_Sartorius Remote Access,2957
02iPn000005NDEbIAO,Concessions JACE,2966
02iPn000005NDGDIA4,MaintenanceJail,2967
02iPn000005NDHpIAO,1 - Asio Remote connection to Niagara Server,2968
02iPn000005NDJRIA4,High School N4 JACE-01,2970
02iPn000005NDL3IAO,Taylor PS McDowell Elementary,2972
02iPn000005NDMfIAO,Taylor PS Holland Elementary,2973
02iPn000005NDOHIA4,LC_Carkenord AX JACE,2975
02iPn000005NDPtIAO,LC_Graham AX JACE,2976
02iPn000005NDRVIA4,LC_HSCentral AX JACE,2978
02iPn000005NDT7IAO,LC_HSNorth N4 JACE,2979
02iPn000005NDUjIAO,LC_Higgins AX JACE,2980
02iPn000005NDWLIA4,LC_MSCentral AX JACE,2982
02iPn000005NDXxIAO,LC_MSEast AX JACE,2983
02iPn000005NDXyIAO,Middle School Jace 5 - StJohns_MS5,3052
02iPn000005NDZZIA4,LC_MSSouth AX JACE,2985
02iPn000005NDbBIAW,LC_Pankow AX JACE,2986
02iPn000005NDbCIAW,VPN Access to RDP,3295
02iPn000005NDcnIAG,LC_Transportation AX JACE,2988
02iPn000005NDePIAW,LC_YACKS AX JACE,2989
02iPn000005NDg1IAG,Pellerin AX JACE,2990
02iPn000005NDhdIAG,Transportation Jace,2992
02iPn000005NDjFIAW,Pine Gym Router,2994
02iPn000005NDkrIAG,0_VPN Access,2995
02iPn000005NDmTIAW,ECY-400-BI,3002
02iPn000005NDo5IAG,Meijer Evergreen,3004
02iPn000005NDphIAG,"B-089 SE Penthouse (S-1, 3, 4) JACE",3005
02iPn000005NDsvIAG,TD09,3011
02iPn000005NDuXIAW,VPN,3012
02iPn000005NDw9IAG,Trend,3013
02iPn000005NDwAIAW,Niagara 4 Supervisor,3433
02iPn000005NDxlIAG,Trend,3014
02iPn000005NDzNIAW,2 - Supervisor (Trend IQ Vision),3016
02iPn000005NE0zIAG,2 - Viking_Cives_Supervisor - N4 Supervisor,3018
02iPn000005NE2bIAG,2 - N4 Web Supervisor,3019
02iPn000005NE4DIAW,Chippewa Commercial Terminal,3020
02iPn000005NE5pIAG,High School N4 JACE,3021
02iPn000005NE7RIAW,Stoney Creek HS BACnet Router 2000 Network,3026
02iPn000005NE93IAG,MMA_JACE1,3027
02iPn000005NEAfIAO,HSJace.Kalkaska.k12.mi.us (High School JACE),3031
02iPn000005NECHIA4,MSJace.Kalkaska.k12.mi.us (Middle School JACE),3032
02iPn000005NECIIA4,PC210,3290
02iPn000005NEDtIAO,DPW N4 JACE,3033
02iPn000005NEDuIAO,Wiedman Elementary,3339
02iPn000005NEFVIA4,Remote Access VPN - Wireguard,3034
02iPn000005NEH7IAO,VBISD Transportation JACE,3035
02iPn000005NEIjIAO,Otsego Public Schools - VPN Forticlient Access,3038
02iPn000005NEKLIA4,RR_EL_HVAC_CONTROLLER,3039
02iPn000005NELxIAO,RR_HS_HVAC_CONTROLLER,3040
02iPn000005NEPBIA4,3 - Supervisor Configuration (sjEntSec_WS),3043
02iPn000005NEPCIA4,LC_SouthRiver_N4,3151
02iPn000005NEQnIAO,High School Jace 2 - StJohns_HS2,3044
02iPn000005NESPIA4,High School Jace 1 - StJohns_HS1,3046
02iPn000005NEVdIAO,Middle School Jace 3 - StJohns_MS3,3050
02iPn000005NEXFIA4,Riley Elementary Jace 1 - StJohns_RI,3054
02iPn000005NEYrIAO,Eureka Jace 1 - StJohns_EU,3056
02iPn000005NEaTIAW,z,3058
02iPn000005NEdhIAG,Trend IQ3-96 controller serving memory care area,3063
02iPn000005NEfJIAW,PurpleSwift Translator,3064
02iPn000005NEgvIAG,VBISD Construction Trades BACnet Router,3065
02iPn000005NEiXIAW,3 - Kent ISD ESC - Niagara 4 FX JACE,3070
02iPn000005NEk9IAG,3 - Kent ISD KAC - Niagara 4 FX JACE,3071
02iPn000005NEkAIAW,01_Remote Connection - Supervisor,3159
02iPn000005NEllIAG,3 - Kent ISD LDC - Niagara 4 Staefa JACE,3075
02iPn000005NElmIAG,The Local Chruch VPN Connection,3302
02iPn000005NEnNIAW,3 - Kent ISD MAINT - Niagara 4 FX JACE,3077
02iPn000005NEozIAG,3 - Kent ISD OAK - Niagara 4 FX JACE,3079
02iPn000005NEqbIAG,3 - Kent ISD PLC - Niagara 4 FX JACE,3080
02iPn000005NEsDIAW,Isonas Login,3081
02iPn000005NEtpIAG,Isonas Login,3082
02iPn000005NEvRIAW,IQ3 - Misc,3088
02iPn000005NEx3IAG,HVAC Wifi,3092
02iPn000005NEx4IAG,Taylor MiddleSchool ECY,3437
02iPn000005NEyfIAG,CSIGW5101,3097
02iPn000005NF0HIAW,CSGe49e,3098
02iPn000005NF1tIAG,MSHS_MOB - JACE,3099
02iPn000005NF3VIAW,Main JACE,3101
02iPn000005NF57IAG,3 - Kent ISD EUN - Niagara 4 Vykon JACE,3104
02iPn000005NF6jIAG,Muskegon Building 32 | JACE,3109
02iPn000005NF8LIAW,PlasticOmnium_J1,3111
02iPn000005NF9xIAG,1- Jace,3116
02iPn000005NFBZIA4,2 - Ingham ISD - N4 Server via Remote Desktop,3117
02iPn000005NFDBIA4,NewBerry DNR Jace Remote Access,3119
02iPn000005NFEnIAO,GrandHaven_Coast_Guard_Jace,3127
02iPn000005NFGPIA4,Edgewater Tech Center AX Jace,3130
02iPn000005NFI1IAO,2 - Alcona_HS_Sec JACE,3133
02iPn000005NFJdIAO,3 - Alcona_ES_Sec JACE,3134
02iPn000005NFLFIA4,1 - Novar ESS-32 and iScope server in maintenance office,3137
02iPn000005NFMrIAO,Potato Services Niagara 4 JACE - direct connect via port forwarding.,3141
02iPn000005NFOTIA4,PC211,3142
02iPn000005NFOUIA4,WoodsEdge JACE 1 (old Honeywell),3143
02iPn000005NFRhIAO,WoodsEdge JACE 2,3144
02iPn000005NFTJIA4,Meijer Evergreen JACE,3146
02iPn000005NFUvIAO,Remote Connection - See State Lottery company for connection info.,3150
02iPn000005NFY9IAO,Alro Indy West,3154
02iPn000005NFZlIAO,Jace,3155
02iPn000005NFbNIAW,Alro Dayton MAU 1 AX Jace,3157
02iPn000005NFczIAG,Alro Greensboro NC,3158
02iPn000005NFebIAG,02_Chippewa Hills - Niagara Supervisor,3160
02iPn000005NFgDIAW,FlushingHSJace1,3161
02iPn000005NFhpIAG,Alro St.Louis MUA 1,3167
02iPn000005NFjRIAW,Alro St.Louis MUA 2,3168
02iPn000005NFl3IAG,Meijer 888 Newport 2024 Jace,3175
02iPn000005NFmfIAG,Kalamazoo Humane Society VPN Connection,3176
02iPn000005NFoHIAW,Aquinas_Apartment_D N4 JACE,3177
02iPn000005NFrVIAW,Aquinas_CarriageHouse,3180
02iPn000005NFrWIAW,Steketee AHU N4 JACE,3406
02iPn000005NFt7IAG,Aquinas_Academic AX JACE,3181
02iPn000005NFujIAG,Aquinas_CircleTheatre N4 JACE,3182
02iPn000005NFwLIAW,Aquinas_Apartment_E AX JACE,3183
02iPn000005NFxxIAG,AQ_HrubyHall AX JACE,3185
02iPn000005NFxyIAG,Jace M11Sub,3210
02iPn000005NFzZIAW,Donnelly AX JACE,3186
02iPn000005NG1BIAW,AQ_Wege AX JACE,3187
02iPn000005NG2nIAG,Aquinas_Chapel N4 JACE with AX station,3188
02iPn000005NG4PIAW,West Campus (Croyden) JACE 1,3191
02iPn000005NG61IAG,FlushingFieldHouseJace,3194
02iPn000005NG7dIAG,MMA_JACE1 (AX),3195
02iPn000005NG9FIAW,MMA_AHU1_JACE4,3197
02iPn000005NGArIAO,MMA_AHU4_JACE7,3200
02iPn000005NGCTIA4,MMA_AHU5_JACE8,3201
02iPn000005NGE5IAO,MMA_AHU6_JACE9,3202
02iPn000005NGFhIAO,1 - Global Protect VPN for Paul Brandt - requires 2 factor login.,3204
02iPn000005NGFiIAO,Armada_MS,3313
02iPn000005NGHJIA4,Meijer 882_Batt Jace,3205
02iPn000005NGIvIAO,1 - Global Protect VPN for Charlie Jacobson - requires 2 factor login.,3206
02iPn000005NGKXIA4,Jace M192Sub,3212
02iPn000005NGNlIAO,Jace M1,3213
02iPn000005NGPNIA4,Jace M1WSub,3214
02iPn000005NGQzIAO,Jace M3Sub,3216
02iPn000005NGR0IAO,ClarkRet_JACE_03 Honeywell Webs AX JACE,3233
02iPn000005NGSbIAO,Jace M5Sub,3217
02iPn000005NGScIAO,Whirlpool_BT_Multizone,3400
02iPn000005NGUDIA4,Jace M10Sub,3219
02iPn000005NGVpIAO,Jace CBusBlue,3223
02iPn000005NGXRIA4,Jace CBusOrange,3224
02iPn000005NGZ3IAO,1 - Supervisor,3227
02iPn000005NGcHIAW,ClarkRet_JACE_05 Honeywell Webs AX JACE,3229
02iPn000005NGdtIAG,ClarkRet_JACE_02 Honeywell Webs-600 AX JACE,3230
02iPn000005NGfVIAW,ClarkRet_JACE_01 Honeywell Webs AX JACE,3231
02iPn000005NGijIAG,Byron Center Mrats - Niagara 4 Supervisor,3238
02iPn000005NGkLIAW,Western_HS_RTU B3,3240
02iPn000005NGnZIAW,Oscoda Elementary Jace,3245
02iPn000005NGpBIAW,Valeo_Queretaro_AntiFog,3247
02iPn000005NGqnIAG,CSIGWCA2D,3253
02iPn000005NGsPIAW,880 Bacnet router banana room,3254
02iPn000005NGu1IAG,Middleschool Jace 1,3256
02iPn000005NGvdIAG,Highschool Jace 2,3259
02iPn000005NGveIAG,REMOTE ACCESS!!!!!!,3439
02iPn000005NGyrIAG,Highschool Jace 1,3260
02iPn000005NH0TIAW,4 - Clubhouse Jace,3261
02iPn000005NH0UIAW,7_McLarenOakland7,3287
02iPn000005NH25IAG,Lindemann jace,3263
02iPn000005NH3hIAG,Chippewa County Remote Access,3270
02iPn000005NH5JIAW,ClarkRetirement_WS,3271
02iPn000005NH6vIAG,1 - VPN Access,3274
02iPn000005NH8XIAW,1 - VPN Access,3278
02iPn000005NHA9IAO,Off-site BACnet Router,3279
02iPn000005NHBlIAO,7 - S1000 - SRG_HW_HPL_CT_DHW,3284
02iPn000005NHDNIA4,McLarenAdmin - Pontiac,3288
02iPn000005NHEzIAO,4 - Wilson Talent Center BCM (Bacnet Router),3289
02iPn000005NHGbIAO,Saginaw ISD Millet JACE2 Vykon,3292
02iPn000005NHJpIAO,Alro Lansing MUA1,3296
02iPn000005NHLRIA4,Alro Lansing MUA2,3297
02iPn000005NHN3IAO,Muskegon Airport Remote Connection to JACE,3301
02iPn000005NHOfIAO,The Local Church JACE-8000,3303
02iPn000005NHQHIA4,JACE,3304
02iPn000005NHRtIAO,VPN Connection to reach ABB Controls + ABB Connetions and user credentials,3308
02iPn000005NHTVIA4,Trend,3309
02iPn000005NHV7IAO,1-VPN Access,3314
02iPn000005NHWjIAO,Aramada_Krause,3315
02iPn000005NHYLIA4,Battery Thermal Jace,3316
02iPn000005NHZxIAO,On-site BACnet Router,3321
02iPn000005NHbZIAW,2 - RDP (as of 6/9/25 only available when connected on site),3323
02iPn000005NHdBIAW,1 - Remote connectivity VPN,3324
02iPn000005NHenIAG,1 - VPN Access,3326
02iPn000005NHgPIAW,Lenovo Desktop - Onsite Maintenance Only,3327
02iPn000005NHi1IAG,Remote Access,3330
02iPn000005NHjdIAG,Penske Site Laptop,3331
02iPn000005NHlFIAW,AX Jace for Cooling tower and pumps,3337
02iPn000005NHmrIAG,AX Jace,3338
02iPn000005NHq5IAG,MOB JACE-9000,3343
02iPn000005NHrhIAG,High School | RTU 4 Media Center,3344
02iPn000005NHuvIAG,Elementary JCI NCE,3346
02iPn000005NHwXIAW,High School JCI Jace,3347
02iPn000005NHy9IAG,1 - VPN for Big Rapids connection,3348
02iPn000005NHzlIAG,HIGHLAND_JACE_01,3349
02iPn000005NI1NIAW,Milford HS JACE 3,3353
02iPn000005NI1OIAW,Port Huron State of Michigan Office,3364
02iPn000005NI2zIAG,Milford HS JACE 2,3354
02iPn000005NI4bIAG,1 - WMSC - VPN,3359
02iPn000005NI6DIAW,SEE customer BRUCE DIETZ for Configuration,3362
02iPn000005NI9RIAW,Hapman Sonicwall VPN,3368
02iPn000005NIB3IAO,Hapman Addition JACE-8000,3369
02iPn000005NIEHIA4,SMTP,3371
02iPn000005NIFtIAO,Morley Middle School AX JACE (AKA Elementary),3377
02iPn000005NIHVIA4,1 - Remore Desktop to CSI Hosted Niagara Supervisor,3378
02iPn000005NIJ7IAO,Atlanta_HVAC JACE 9000,3381
02iPn000005NIKjIAO,WSccAutoAg N4 JACE,3391
02iPn000005NIMLIA4,1 - Remote Access VPN,3392
02iPn000005NINxIAO,"N4 JACE (installed by Limbach, brought to use by Mechanical Heating and Cooling)",3393
02iPn000005NIPZIA4,New Parma Elementary JACE 02,3397
02iPn000005NIRBIA4,II-Stanley 03,3398
02iPn000005NIUPIA4,LAD Jace,3402
02iPn000005NIXdIAO,Harrietta Fish Hatchery - Boiler ECY-350,3407
02iPn000005NIZFIA4,Central Elementary N4 JACE,3409
02iPn000005NIarIAG,Western High School - RTU-B5,3410
02iPn000005NIcTIAW,ECY-303 CO2 Monitor,3411
02iPn000005NIe5IAG,InlandLakesSuper,3412
02iPn000005NIfhIAG,Harrietta Fish Hatchery - Air Handler ECY-350,3413
02iPn000005NIhJIAW,JCI .cafs,3416
02iPn000005NIivIAG,Geagley .cafs,3417
02iPn000005NIkXIAW,Alro Columbus MAU-2 NE,3422
02iPn000005NIm9IAG,HVAC JACE - SSL Certificate,3424
02iPn000005NInlIAG,Southfield JACE,3427
02iPn000005NIpNIAW,CharlotteNC_WS_AX JACE,3428
02iPn000005NIqzIAG,1 - VPN Access,3431
02iPn000005NIsbIAG,Jace,3432
02iPn000005NIvpIAG,01_Remote Connection - Supervisor (New),3436
02iPn000005NIxRIAW,LTBBO JACE-9000,3438
02iPn000005NIz3IAG,Alro Earth City MUA 03,3443
02iPn000005Nq7uIAC,WSCC_Rec_Pool_Jace,3385
02iPn000005NqHhIAK,West MI | Finance,1273
02iPn000005NqJCIA0,2 Jace Connection,1937
02iPn000005NqMQIA0,PC101,1076
02iPn000005NqMRIA0,GRPS Wellerwood ECC Jace,2336
02iPn000005NqMSIA0,Yale Elementary JACE,2848
02iPn000005NqXiIAK,54,2551
